Gene ID	Gene Name	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.log2foldchange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.log2foldchange
AT5G59870	HTA6	0.715857046578754	-0.3	0.999905277372085	0	0.505449165941521	0.4	0.999982111190236	0.1
AT5G59880	ADF3	0.999602131988726	0	0.999905277372085	0.1	0.814798239924321	0.1	0.999982111190236	0
AT5G59890	ADF4	0.999602131988726	-0.1	0.999905277372085	-0.1	0.866479746807451	-0.1	0.999982111190236	-0.1
AT5G59895		NA	0	NA	0	NA	0	NA	0
AT5G59900		0.999602131988726	-0.1	0.999905277372085	-0.1	0.951726552740508	0.1	0.999982111190236	0.1
AT5G59910	HTB4	0.584812892175619	-0.3	0.999905277372085	0	0.6060907922893	0.3	0.999982111190236	0
AT5G59920	ULI3	0.999602131988726	0.1	0.999905277372085	0.1	0.971153355986616	0.1	0.999982111190236	0
AT5G59930		NA	0	0.999905277372085	0	NA	0	0.999982111190236	0
AT5G59940		0.999602131988726	0.2	0.999905277372085	0.1	0.730572453157612	-0.3	0.999982111190236	0
AT5G59945		NA	0	NA	0	NA	0	NA	0
AT5G59950		0.999602131988726	0	0.999905277372085	0	0.917889151894181	-0.1	0.999982111190236	0
AT5G59960		0.999602131988726	0.2	0.999905277372085	0	0.523911096662436	-0.3	0.999982111190236	-0.1
AT5G59970		0.658701889971693	-0.4	0.999905277372085	0	0.284052606683202	0.5	0.999982111190236	0.1
AT5G59980		0.999602131988726	-0.2	0.999905277372085	0	0.970190387452484	0.1	0.999982111190236	-0.1
AT5G59990		0.999602131988726	0.2	0.999905277372085	0.2	0.901921831753536	-0.2	0.999982111190236	-0.1
AT5G60000		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G60010	RBOHH	NA	-0.1	NA	0	NA	0.1	0.999982111190236	0
AT5G60020	LAC17	0.999602131988726	-0.1	0.999905277372085	-0.3	0.475134207948113	-0.3	0.999982111190236	0
AT5G60022		NA	0	0.999905277372085	-0.2	0.963674706360493	-0.1	0.999982111190236	0
AT5G60030		0.999602131988726	-0.2	0.999905277372085	0.1	0.261178408369787	0.4	0.999982111190236	0.1
AT5G60040	NRPC1	0.387549554201302	-0.4	0.999905277372085	0	0.153010586513259	0.5	0.999982111190236	0.1
AT5G60050		0.999602131988726	0.1	0.999905277372085	-0.2	0.459078821141593	-0.3	0.999982111190236	0
AT5G60060		NA	0.1	0.999905277372085	0.1	NA	0	0.999982111190236	0
AT5G60070		NA	0	NA	0	NA	0	NA	0
AT5G60080		NA	0	NA	0	NA	0	NA	0
AT5G60090		NA	0	NA	0	NA	0	NA	0
AT5G60100	PRR3	0.999602131988726	0	0.999905277372085	-0.1	0.998123562346208	0	0.999982111190236	0
AT5G60110	APUM18	NA	0	NA	0	NA	0	NA	0
AT5G60120	TOE2	0.968687224365365	0.3	0.999905277372085	-0.2	0.227170733350516	-0.5	0.999982111190236	0
AT5G60130		0.999602131988726	-0.2	0.999905277372085	0	0.789683337569701	0.3	0.999982111190236	0
AT5G60140		NA	0	NA	0	NA	0	NA	0
AT5G60142		NA	0	0.999905277372085	0.1	NA	0.2	0.999982111190236	0
AT5G60150		0.200262930072411	-0.6	0.999905277372085	-0.1	0.556067561452669	0.4	0.999982111190236	0
AT5G60160		0.999602131988726	0.1	0.999905277372085	0.1	0.88805750579486	0.1	0.999982111190236	0
AT5G60170		0.999602131988726	0	0.999905277372085	0	0.951855415397961	0	0.999982111190236	0
AT5G60180	APUM19	NA	0.1	0.999905277372085	0.1	NA	0	0.999982111190236	0
AT5G60190	NEDP1	0.999602131988726	0.1	0.999905277372085	0	0.973670328068452	0	0.999982111190236	0
AT5G60200	DOF5.3	0.999602131988726	-0.1	0.999905277372085	-0.1	0.983213935495571	0	0.999982111190236	0
AT5G60210	RIP5	0.999602131988726	-0.2	0.999905277372085	-0.3	0.93752142086005	-0.1	0.999982111190236	0
AT5G60215		NA	0	NA	0	NA	0	NA	0
AT5G60220	TET4	0.999602131988726	0.1	0.31569795888981	-0.8	0.198210598394828	-0.7	0.999982111190236	0
AT5G60230	SEN2	0.999602131988726	0.1	0.999905277372085	0	0.86139897762369	-0.2	0.999982111190236	0
AT5G60240		NA	0	NA	0	NA	0	NA	0
AT5G60250		0.953618593215922	0.3	0.999905277372085	0	0.482195338473415	-0.4	0.999982111190236	-0.1
AT5G60260		NA	0.1	0.999905277372085	0.3	NA	0.1	0.999982111190236	0
AT5G60265		NA	0	0.999905277372085	0.2	NA	0	0.999982111190236	0
AT5G60270	LECRK17	0.555550608159046	0.4	0.999905277372085	0.4	0.992974821220137	0	0.999982111190236	0
AT5G60280	LECRK18	0.999602131988726	0.2	0.999905277372085	0.3	0.739133139010239	0.2	0.999982111190236	0.1
AT5G60285		NA	0.4	0.142685279672259	0.9	NA	0.3	0.999982111190236	0
AT5G60290		0.999602131988726	0.2	0.999905277372085	-0.1	0.852578016723875	-0.2	0.999982111190236	0
AT5G60300	LECRK19	0.834542459127855	0.4	0.999905277372085	0.4	0.995412334440359	0	0.999982111190236	0
AT5G60310	LECRK110	0.999602131988726	0.1	0.999905277372085	0	0.967154014117394	0.1	0.999982111190236	0
AT5G60320	LECRK111	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT5G60335		0.999602131988726	-0.1	0.999905277372085	0.1	0.749585588525847	0.3	0.999982111190236	0
AT5G60340	AAK6	0.999602131988726	0	0.999905277372085	0	0.99990669453484	0	0.999982111190236	0
AT5G60350		NA	0	NA	0.1	NA	0	0.999982111190236	0
AT5G60360	AALP	0.860649139228666	0.2	0.999905277372085	-0.1	0.794124084942387	-0.2	0.999982111190236	0
AT5G60370		0.999602131988726	0.1	0.999905277372085	-0.1	0.922953765621625	-0.1	0.999982111190236	0.1
AT5G60380		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G60390	A1	0.904517968675363	-0.2	0.999905277372085	0.2	0.416265012960467	0.5	0.999982111190236	0
AT5G60400		0.999602131988726	0	0.999905277372085	-0.2	0.92735217584112	-0.1	0.999982111190236	0
AT5G60408	MIR391	NA	0	NA	0	NA	0	0.999982111190236	0
AT5G60410	ATSIZ1	0.915162918811899	0.2	0.999905277372085	0.1	0.914433506653327	-0.1	0.999982111190236	0
AT5G60430		0.999602131988726	0.2	0.999905277372085	-0.2	0.497837287021218	-0.4	0.999982111190236	0
AT5G60440	AGL62	0.999602131988726	0.1	0.999905277372085	-0.2	0.731931732645397	-0.3	0.999982111190236	0
AT5G60450	ARF4	0.999602131988726	0.1	0.999905277372085	0.1	0.998366032079664	0	0.999982111190236	0
AT5G60460		0.999602131988726	0.2	0.999905277372085	0.1	0.863775846419743	-0.1	0.999982111190236	0
AT5G60470		NA	0	0.999905277372085	0.2	0.782334365723241	0.2	0.999982111190236	0
AT5G60480	ZHD12	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT5G60490	FLA12	0.920479787332741	-0.3	0.999905277372085	0	0.975030495577738	0	0.999982111190236	-0.2
AT5G60500		NA	0	NA	0	NA	0	NA	0
AT5G60510		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G60520		NA	0	0.999905277372085	0	NA	0	NA	0
AT5G60530		0.999602131988726	0	0.999905277372085	0	0.994164196699556	0	0.999982111190236	0
AT5G60540	PDX2	0.999602131988726	0	0.999905277372085	-0.1	0.942515699941675	-0.1	0.999982111190236	0
AT5G60550	GRIK2	0.999602131988726	0	0.999905277372085	-0.1	0.99990669453484	0	0.999982111190236	0
AT5G60553		NA	0	NA	0	NA	0	NA	0
AT5G60560		NA	0	NA	0	NA	0	NA	0
AT5G60570		0.999602131988726	0.1	0.999905277372085	0	0.9837938979461	0	0.999982111190236	0
AT5G60580		0.999602131988726	0.2	0.999905277372085	-0.1	0.555763831573904	-0.4	0.999982111190236	-0.1
AT5G60590		0.999602131988726	0	0.999905277372085	0.2	0.586202829058372	0.2	0.999982111190236	0
AT5G60600	ISPG	0.999602131988726	0	0.999905277372085	0	0.905380745373034	0.1	0.999982111190236	0.1
AT5G60610		0.936190638948234	0.3	0.999905277372085	-0.1	0.820679207267692	-0.2	0.999982111190236	0.1
AT5G60615		NA	0	NA	0	NA	0	NA	0
AT5G60620	GPAT9	0.999602131988726	0.1	0.999905277372085	0	0.852578016723875	-0.1	0.999982111190236	0
AT5G60630		0.999602131988726	-0.1	0.999905277372085	0.3	0.855645745663655	0.2	0.999982111190236	-0.1
AT5G60640	PDIL1-4	0.999602131988726	-0.1	0.999905277372085	0.1	0.56537253747016	0.2	0.999982111190236	0
AT5G60650		0.999602131988726	-0.3	0.999905277372085	-0.2	0.965000815323047	-0.1	0.999982111190236	-0.2
AT5G60660	PIP2-4	0.999602131988726	0.1	0.999905277372085	-0.1	0.891906106704694	-0.2	0.999982111190236	0
AT5G60670	RPL12C	0.877374319376595	-0.3	0.999905277372085	0.1	0.36339215304706	0.4	0.999982111190236	0
AT5G60680		0.953694391985428	0.3	0.999905277372085	0	0.490763427220304	-0.5	0.999982111190236	0
AT5G60690	REV	0.954402786466185	-0.1	0.999905277372085	-0.1	0.957874133543353	0	0.999982111190236	-0.1
AT5G60700		0.999602131988726	0.1	0.999905277372085	0	0.907896656734343	-0.1	0.999982111190236	0
AT5G60710		0.999602131988726	0.1	0.999905277372085	0.1	0.98559920973511	0	0.999982111190236	0
AT5G60720		0.999602131988726	0.1	0.999905277372085	-0.1	0.717159476958632	-0.3	0.999982111190236	-0.1
AT5G60730		0.788292345395901	-0.4	0.999905277372085	0.3	0.290629629722062	0.6	0.999982111190236	0
AT5G60740	ABCG28	NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT5G60750		0.395803595645054	0.3	0.999905277372085	0.2	0.86025371605414	-0.1	0.999982111190236	0
AT5G60760		0.589143927991847	0.5	0.743839975754377	-0.6	0.0503490764556127	-0.9	0.999982111190236	0
AT5G60770	NRT2.4	NA	0.1	NA	0.2	NA	0	0.999982111190236	0
AT5G60780	NRT2.3	0.999602131988726	-0.3	0.999905277372085	-0.1	0.987305966340111	0	0.999982111190236	0
AT5G60790	ABCF1	0.999602131988726	-0.1	0.999905277372085	0.1	0.857378592245488	0.1	0.999982111190236	0
AT5G60800		0.999602131988726	-0.1	0.999905277372085	-0.2	0.975033345956322	0	0.999982111190236	0.1
AT5G60805		NA	0	NA	0	NA	0	NA	0
AT5G60810	RGF1	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT5G60820		0.999602131988726	0	0.999905277372085	0	0.741494245100403	-0.2	0.999982111190236	-0.1
AT5G60830	AtbZIP70	NA	0	NA	0	NA	0	0.999982111190236	0
AT5G60840		0.999602131988726	0	0.999905277372085	0.2	0.811173617531924	0.2	0.999982111190236	0
AT5G60850	DOF5.4	0.999602131988726	0.2	0.999905277372085	-0.1	0.584463417138954	-0.4	0.999982111190236	0
AT5G60860	RABA1F	0.999602131988726	-0.1	0.999905277372085	0	0.975798053160824	0.1	0.999982111190236	0
AT5G60870		0.865771382557206	-0.3	0.999905277372085	-0.1	0.808387883039991	0.2	0.999982111190236	0
AT5G60880	BASL	0.398387818480474	-0.5	0.999905277372085	0	0.383760492125229	0.5	0.999982111190236	0
AT5G60890	MYB34	0.999602131988726	-0.2	0.999905277372085	-0.3	0.99506950272724	0	0.999982111190236	0.1
AT5G60900	RLK1	0.73179308145222	0.5	0.999905277372085	0.1	0.971185023761583	-0.1	0.999982111190236	0
AT5G60910	AGL8	0.999602131988726	-0.2	0.999905277372085	0.2	0.777999108705332	0.3	0.999982111190236	0
AT5G60920	COB	0.999602131988726	0	0.999905277372085	0	0.939398604757709	0	0.999982111190236	0
AT5G60930		0.109232731312276	-0.5	0.999905277372085	-0.1	0.592359762771479	0.4	0.999982111190236	0
AT5G60940	CSTF50	0.999602131988726	0	0.999905277372085	-0.1	0.990550324789582	0	0.999982111190236	0.1
AT5G60945		NA	0	NA	0	NA	0	NA	0
AT5G60950	COBL5	0.704725055795236	0.5	0.999905277372085	0.4	0.907273852827364	0.1	0.999982111190236	0
AT5G60960	PNM1	0.712230268340834	-0.3	0.999905277372085	0.1	0.146911958609746	0.5	0.999982111190236	0
AT5G60963		NA	0	NA	0	NA	0	NA	0
AT5G60964		NA	0	NA	0	NA	0	NA	0
AT5G60966		NA	0	NA	0	NA	0	NA	0
AT5G60970	TCP5	0.999602131988726	0.1	0.999905277372085	-0.2	0.327874107602104	-0.4	0.999982111190236	-0.1
AT5G60980		0.999602131988726	-0.1	0.999905277372085	0	0.974783101993517	0	0.999982111190236	0
AT5G60990	RH10	0.967387139229073	-0.2	0.999905277372085	0.1	0.612101822317281	0.3	0.999982111190236	-0.1
AT5G61000	RPA1D	0.486862575728946	-0.4	0.999905277372085	0	0.274654465442919	0.5	0.999982111190236	0.1
AT5G61010	ATEXO70E2	0.939080209264887	0.3	0.806297652684769	0.5	0.960001649650974	0.1	0.999982111190236	0
AT5G61020	ECT3	0.692832753988079	-0.3	0.999905277372085	0	0.233963856121984	0.3	0.999982111190236	0
AT5G61030	RBG3	0.919355065098188	-0.3	0.999905277372085	0.2	0.230348637291199	0.6	0.999982111190236	0
AT5G61040		0.999602131988726	0	0.999905277372085	-0.2	0.997005836257904	0	0.999982111190236	0.1
AT5G61050		NA	0	NA	0	NA	0	NA	0
AT5G61060	HDA05	0.999602131988726	0.1	0.999905277372085	0	0.88805750579486	-0.1	0.999982111190236	0
AT5G61070	HDA18	0.999602131988726	-0.1	0.999905277372085	0	0.747877175796347	0.2	0.999982111190236	0.1
AT5G61090		NA	0.1	0.999905277372085	-0.1	NA	-0.1	0.999982111190236	0
AT5G61100		NA	0	0.999905277372085	-0.2	NA	-0.1	0.999982111190236	0
AT5G61110		NA	0	NA	0	NA	0	NA	0
AT5G61120		0.999602131988726	0.2	0.999905277372085	-0.1	0.879444224365215	-0.2	0.999982111190236	0
AT5G61130	PDCB1	0.999602131988726	-0.1	0.999905277372085	0.1	0.673114501942439	0.3	0.999982111190236	0
AT5G61140	BRR2C	0.999602131988726	0.1	0.999905277372085	-0.1	0.425335520005288	-0.2	0.999982111190236	0
AT5G61150	VIP4	0.999602131988726	0	0.999905277372085	-0.1	0.924181960337799	-0.1	0.999982111190236	0
AT5G61160	ACT	NA	0.2	NA	0.3	0.276321023222141	0.6	0.999982111190236	0
AT5G61170	RPS19C	0.949335061874678	-0.3	0.999905277372085	0.1	0.382425542384111	0.5	0.999982111190236	0
AT5G61180		NA	-0.2	0.999905277372085	-0.1	NA	0.2	0.999982111190236	0
AT5G61190		0.999602131988726	-0.1	0.999905277372085	-0.1	0.963674706360493	0.1	0.999982111190236	0.1
AT5G61200		0.999602131988726	-0.1	0.999905277372085	-0.1	0.977341653484264	0	0.999982111190236	0
AT5G61210	SNAP33	0.934306502638684	0.3	0.999905277372085	0.3	0.902503768907625	0.1	0.999982111190236	0.1
AT5G61220		0.914104415046978	-0.3	0.999905277372085	0	0.676316404707837	0.2	0.999982111190236	0
AT5G61230	PIA2	0.999602131988726	0	0.999905277372085	-0.1	0.708990779041464	-0.2	0.999982111190236	0
AT5G61240		0.999602131988726	0	0.999905277372085	0.2	0.159085050861692	0.4	0.999982111190236	0.1
AT5G61250	AtGUS1	0.593915753134887	0.4	0.999905277372085	0.1	0.522280611196744	-0.4	0.999982111190236	0
AT5G61260		0.999602131988726	0.1	0.999905277372085	0.3	0.915946334946337	0.1	0.999982111190236	0
AT5G61270	BHLH72	0.999602131988726	-0.1	0.999905277372085	-0.2	0.771203354397817	-0.1	0.999982111190236	-0.1
AT5G61280		NA	0.1	0.999905277372085	-0.2	0.651314990553373	-0.4	0.999982111190236	-0.1
AT5G61290		0.999602131988726	-0.1	0.999905277372085	0	0.77579849756879	0.3	0.999982111190236	0
AT5G61300		0.999602131988726	-0.2	0.999905277372085	-0.2	0.936835102271376	0.1	0.999982111190236	0
AT5G61310		0.861387851577017	-0.3	0.999905277372085	0	0.425387159080288	0.3	0.999982111190236	0
AT5G61320	CYP89A3	NA	0.1	0.999905277372085	-0.2	NA	-0.1	0.999982111190236	0
AT5G61330		0.967387139229073	-0.2	0.999905277372085	-0.2	0.917593554704928	-0.1	0.999982111190236	0
AT5G61340		0.999602131988726	0.1	0.999905277372085	0	0.881591757365254	0.1	0.999982111190236	0.1
AT5G61345		NA	0	NA	0	NA	0	NA	0
AT5G61350		0.999602131988726	-0.2	0.999905277372085	-0.2	0.910758686408077	-0.1	0.999982111190236	0
AT5G61360		0.999602131988726	0.1	0.999905277372085	-0.1	0.835125724063928	-0.2	0.999982111190236	0
AT5G61370		0.999602131988726	-0.1	0.999905277372085	0	0.967154014117394	0.1	0.999982111190236	-0.1
AT5G61380	APRR1	0.999602131988726	0	0.999905277372085	-0.2	0.849454349275614	-0.2	0.999982111190236	0
AT5G61390	NEN2	0.999602131988726	0.1	0.999905277372085	0.1	0.877875509725132	-0.1	0.999982111190236	0
AT5G61400		0.999602131988726	-0.2	0.999905277372085	0	0.767992748050189	0.2	0.999982111190236	0
AT5G61410	RPE	0.999602131988726	0.1	0.999905277372085	-0.2	0.878294897894061	-0.1	0.999982111190236	0.1
AT5G61412		0.999602131988726	-0.1	0.999905277372085	0.3	0.401970561201777	0.5	0.999982111190236	0
AT5G61420	MYB28	0.999602131988726	-0.3	0.999905277372085	-0.2	0.877875509725132	0.2	0.999982111190236	0
AT5G61430	NAC100	0.999602131988726	0.3	0.999905277372085	0.2	0.749806750601439	-0.3	0.999982111190236	-0.1
AT5G61440	ACHT5	0.999602131988726	0	0.999905277372085	0	0.896369754561358	-0.2	0.999982111190236	0
AT5G61445		NA	0	NA	0	NA	0	NA	0
AT5G61450		0.940230085990279	0.2	0.999905277372085	0.1	0.847468745516767	-0.1	0.999982111190236	0
AT5G61455	U2.7	NA	0.2	0.999905277372085	0.2	NA	-0.2	0.999982111190236	0
AT5G61460	SMC6B	0.999602131988726	-0.2	0.999905277372085	-0.1	0.893836894285413	0.1	0.999982111190236	0
AT5G61470		NA	0	NA	0	NA	0	NA	0
AT5G61480	TDR	0.999602131988726	-0.2	0.999905277372085	-0.1	0.98559920973511	0	0.999982111190236	0
AT5G61490		NA	0.4	0.999905277372085	-0.1	0.572532808402432	-0.4	0.999982111190236	0
AT5G61495		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G61500	ATG3	0.999602131988726	0.1	0.999905277372085	0	0.899234952985679	-0.1	0.999982111190236	0
AT5G61510		0.865473176291065	0.2	0.999905277372085	0.2	0.943798057016694	0.1	0.999982111190236	0
AT5G61520	STP3	0.376513666596211	0.5	0.872744383887437	0.6	0.958375123128957	0.1	0.999982111190236	0
AT5G61530		0.44890669285947	0.3	0.999905277372085	0.1	0.363959069376916	-0.4	0.999982111190236	-0.1
AT5G61540		0.999602131988726	0	0.999905277372085	-0.1	0.658043188854318	-0.2	0.999982111190236	-0.1
AT5G61550		0.999602131988726	0.1	0.999905277372085	0.3	0.762120616657093	0.3	0.999982111190236	0
AT5G61560		0.999602131988726	0.2	0.587159293872492	0.7	0.683208091323496	0.3	0.999982111190236	0
AT5G61570		0.999602131988726	-0.1	0.999905277372085	-0.2	0.893836894285413	-0.1	0.999982111190236	0
AT5G61580	PFK4	0.999602131988726	0.1	0.999905277372085	0.2	0.962221959133269	0	0.999982111190236	0
AT5G61590	ERF107	0.999602131988726	0.1	0.999905277372085	-0.1	0.648805869066264	-0.3	0.999982111190236	-0.1
AT5G61600	ERF104	0.953694391985428	0.3	0.999905277372085	0.3	0.910758686408077	-0.1	0.999982111190236	0
AT5G61605	ESFL10	NA	0	NA	0	NA	0	NA	0
AT5G61610		0.999602131988726	0.2	0.313824455870195	0.8	0.900932171603706	0.2	0.999982111190236	-0.1
AT5G61620		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT5G61630		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G61640	PMSR1	0.972328796478024	0.2	0.999905277372085	0	0.455716181904342	-0.3	0.999982111190236	-0.1
AT5G61650	CYCU4-3	NA	0	0.999905277372085	0.1	NA	-0.1	0.999982111190236	0
AT5G61660		NA	0	NA	0	NA	0	NA	0
AT5G61670	OR	0.999602131988726	0.1	0.999905277372085	-0.1	0.918764900111118	-0.1	0.999982111190236	0
AT5G61680		NA	0	NA	0	NA	0	NA	0
AT5G61690	ABCA11	NA	0	NA	0	NA	0	0.999982111190236	0
AT5G61700	ABCA12	NA	0	NA	0	NA	0	0.999982111190236	0
AT5G61710		NA	0	NA	0	NA	0	NA	0
AT5G61720		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G61730	ABCA9	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT5G61740	ABCA10	NA	0	0.999905277372085	-0.1	0.976789617932341	0	0.999982111190236	0
AT5G61750		NA	0	NA	0	NA	0	NA	0
AT5G61760	IPK2B	0.999602131988726	0	0.999905277372085	0.2	0.86757305173167	0.1	0.999982111190236	-0.1
AT5G61770	PPAN	0.843104430398625	-0.3	0.999905277372085	0.1	0.186794627614952	0.4	0.999982111190236	0
AT5G61780	TSN2	0.999602131988726	-0.1	0.999905277372085	0.2	0.186245754767404	0.3	0.999982111190236	0
AT5G61790	CNX1	0.999602131988726	-0.1	0.276961102923948	0.5	0.0812991404726178	0.6	0.999982111190236	0
AT5G61800	PCMP-E8	0.999602131988726	-0.1	0.999905277372085	0	0.852578016723875	0.2	0.999982111190236	0
AT5G61810		0.999602131988726	-0.1	0.999905277372085	-0.1	0.997492632928182	0	0.999982111190236	0
AT5G61820		0.00769828348643946	0.9	0.999905277372085	-0.3	0.00145168316826946	-1	0.999982111190236	0.1
AT5G61830		0.999602131988726	-0.1	0.999905277372085	-0.1	0.943798057016694	0.1	0.999982111190236	0.1
AT5G61835		NA	0	NA	0	NA	0	NA	0
AT5G61840	IRX10L	0.999602131988726	0	0.999905277372085	0	0.932792168807668	0.1	0.999982111190236	0
AT5G61850	LFY	0.963671995587286	0.3	0.999905277372085	0.2	0.66448831623615	-0.4	0.999982111190236	0
AT5G61865		0.967387139229073	-0.3	0.999905277372085	-0.1	0.835125724063928	0.2	0.999982111190236	0
AT5G61880	PAM16L1	0.3778483958268	-0.4	0.999905277372085	0.2	0.336564444069644	0.5	0.999982111190236	-0.1
AT5G61890	ERF114	0.999602131988726	0.2	0.324731270734801	0.8	0.660760845245365	0.4	0.999982111190236	-0.1
AT5G61900	BON1	NA	0.1	NA	0.1	NA	-0.1	0.999982111190236	0
AT5G61910		0.999602131988726	0	0.999905277372085	0	0.942215222398944	-0.1	0.999982111190236	0
AT5G61920	FLXL4	0.999602131988726	-0.1	0.999905277372085	-0.1	0.938084645243841	-0.1	0.999982111190236	0
AT5G61930	APO3	0.999612185602526	0	0.999905277372085	0	0.998123562346208	0	0.999982111190236	0
AT5G61940		0.999602131988726	-0.2	0.999905277372085	-0.2	0.97953820729409	0	0.999982111190236	0
AT5G61950		0.861775512156982	-0.4	0.999905277372085	-0.1	0.782902268992591	0.2	0.999982111190236	-0.1
AT5G61960	ML1	0.999602131988726	0	0.999905277372085	-0.1	0.965586629098232	0	0.999982111190236	0
AT5G61970		0.999602131988726	-0.1	0.999905277372085	0.1	0.751444852446146	0.2	0.999982111190236	0
AT5G61980	AGD1	0.880069491907271	-0.3	0.999905277372085	-0.2	0.980977312946422	0	0.999982111190236	0
AT5G61990		0.999602131988726	0	0.999905277372085	-0.1	0.991094324267748	0	0.999982111190236	0
AT5G61997		NA	0	NA	0	NA	0	NA	0
AT5G62000	ARF2	0.999602131988726	0.1	0.999905277372085	0	0.908792104338071	-0.1	0.999982111190236	0
AT5G62020	HSFB2A	0.999602131988726	0.2	0.999905277372085	0	0.854106467614747	-0.2	0.999982111190236	0
AT5G62030		0.999602131988726	0	0.999905277372085	-0.1	0.862160758516003	-0.1	0.999982111190236	0
AT5G62040	BFT	0.999602131988726	-0.3	0.839801617284296	-0.6	0.603990857926751	-0.4	0.999982111190236	-0.1
AT5G62050	OXA1	0.999602131988726	0	0.999905277372085	0.2	0.851143978827001	0.2	0.999982111190236	0
AT5G62060		NA	0	NA	0	NA	0	NA	0
AT5G62065	LTP14	NA	0	NA	0	NA	0	NA	0
AT5G62070	IQD23	0.41424853857117	0.3	0.999905277372085	0.3	0.985841877827431	0	0.999982111190236	0
AT5G62080		NA	0.1	NA	0.1	NA	-0.1	0.999982111190236	0
AT5G62090	SLK2	0.999602131988726	0	0.999905277372085	-0.2	0.666614306149385	-0.3	0.999982111190236	-0.1
AT5G62100	ATBAG2	0.894038087238505	-0.3	0.325113059111633	-0.4	0.687419159410533	-0.2	0.999982111190236	0
AT5G62110		NA	0	NA	0	NA	0	0.999982111190236	0
AT5G62120	ARR23	NA	0	NA	0	NA	0	NA	0
AT5G62130		0.999602131988726	0	0.999905277372085	-0.2	0.908470759063628	-0.1	0.999982111190236	0
AT5G62140		0.999602131988726	-0.1	0.999905277372085	0	0.91266247560711	0.1	0.999982111190236	0
AT5G62150		0.913544887346653	0.4	0.999905277372085	0.5	0.879497049290174	0.2	0.999982111190236	0
AT5G62160	ZIP12	NA	-0.2	0.999905277372085	-0.3	NA	0.2	0.999982111190236	0
AT5G62162	MIR399C	NA	0	NA	0	NA	0	NA	0
AT5G62165	AGL42	NA	-0.1	NA	-0.1	NA	0	0.999982111190236	0
AT5G62170		0.999602131988726	0	0.999905277372085	0.2	0.994531004483484	0	0.999982111190236	0
AT5G62180	CXE20	0.999602131988726	0	0.999905277372085	0.2	0.676453790232565	0.2	0.999982111190236	0
AT5G62190	RH7	0.999602131988726	0.1	0.999905277372085	-0.2	0.591366981434432	-0.3	0.999982111190236	0
AT5G62200	ATS3B	0.999602131988726	0	0.999905277372085	-0.1	0.937567956852583	-0.1	0.999982111190236	0
AT5G62210		0.69649657208983	-0.5	0.999905277372085	0.1	0.373428299101295	0.6	0.999982111190236	0
AT5G62220	XLT2	0.953694391985428	-0.3	0.999905277372085	-0.2	0.973206342330523	0.1	0.999982111190236	0
AT5G62230	ERL1	0.714386618304117	-0.3	0.999905277372085	-0.2	0.958362909803813	0	0.999982111190236	0
AT5G62240		0.999602131988726	0.2	0.573302030325129	-0.7	0.381546137643394	-0.6	0.999982111190236	0
AT5G62250	MAP65-9	NA	0.1	0.999905277372085	-0.2	NA	-0.1	0.999982111190236	0
AT5G62260	AHL6	0.999602131988726	0.1	0.999905277372085	-0.1	0.933180086008765	-0.1	0.999982111190236	0.1
AT5G62270		0.506191381276008	-0.3	0.999905277372085	0	0.287220997343789	0.4	0.999982111190236	0
AT5G62280		0.999602131988726	0.1	NA	0.2	0.975030495577738	0.1	0.999982111190236	0
AT5G62290		0.999602131988726	-0.1	0.999905277372085	-0.1	0.963674706360493	0.1	0.999982111190236	0
AT5G62300	RPS20C	0.988187142755231	-0.2	0.999905277372085	0.1	0.58396217604057	0.3	0.999982111190236	0
AT5G62310	IRE	0.999602131988726	-0.1	0.999905277372085	-0.1	0.895130056168388	0.1	0.999982111190236	0
AT5G62320	MYB99	NA	0	NA	-0.1	NA	-0.1	0.999982111190236	0
AT5G62330		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT5G62340		0.999602131988726	0.1	0.999905277372085	0	0.996049731512827	0	NA	0
